order_id	order_date	order_time	employee_id	customer_id
178	2020-01-13	14:59:05	11	69
179	2020-01-11	14:14:14	4	77
180	2020-01-18	17:22:13	23	24
181	2020-01-10	15:36:10	7	79
182	2020-01-24	17:35:39	10	32
183	2020-01-28	13:24:57	23	39
184	2020-01-18	12:37:12	16	48
185	2020-01-01	22:25:16	20	26
186	2020-01-02	21:48:45	18	5
187	2020-01-09	15:49:52	1	38
188	2020-01-03	22:35:21	22	2
189	2020-01-13	21:27:14	7	89
190	2020-01-24	21:16:33	24	28
191	2020-01-08	21:27:30	2	55
192	2020-01-29	21:49:06	3	77
193	2020-01-20	17:24:05	8	48
194	2020-01-31	15:15:24	15	42
195	2020-01-13	12:58:51	2	48
196	2020-01-27	12:46:03	18	95
197	2020-01-30	12:22:53	10	67
198	2020-01-28	15:24:08	6	40
199	2020-01-23	13:36:54	1	52
200	2020-01-30	20:08:41	2	53
201	2020-01-30	21:19:57	21	90
202	2020-01-18	19:34:58	13	6
203	2020-01-03	14:56:53	6	3
204	2020-01-15	15:56:05	12	33
205	2020-01-21	22:13:22	24	35
206	2020-01-06	19:01:34	1	25
207	2020-01-06	17:15:44	19	65
208	2020-01-11	16:27:39	22	81
209	2020-01-25	19:13:48	16	25
210	2020-01-17	20:46:59	23	18
211	2020-01-12	20:02:03	4	65
212	2020-01-16	19:35:57	6	62
213	2020-01-24	17:04:51	23	6
214	2020-01-09	19:46:42	12	17
215	2020-01-22	16:30:02	24	25
216	2020-01-04	12:16:01	16	67
217	2020-01-29	22:41:55	16	48
218	2020-01-22	12:26:51	24	91
219	2020-01-08	19:33:08	1	66
220	2020-01-18	14:16:36	20	64
221	2020-01-22	19:56:50	13	70
222	2020-01-04	18:49:47	19	18
223	2020-01-11	16:07:59	1	12
224	2020-01-20	14:38:16	3	8
225	2020-01-28	22:10:32	16	43
226	2020-01-25	20:48:19	5	53
227	2020-01-03	22:06:28	11	26
228	2020-01-07	19:51:29	18	30
229	2020-01-05	12:26:45	13	3
230	2020-01-26	16:34:57	19	47
231	2020-01-13	19:07:28	19	27
232	2020-01-24	17:26:56	10	10
233	2020-01-09	17:20:16	9	98
234	2020-01-24	17:42:38	14	42
235	2020-01-18	18:46:57	6	64
236	2020-01-23	16:19:08	1	2
237	2020-01-31	16:43:55	1	74
238	2020-01-24	18:30:50	9	98
239	2020-01-24	13:31:49	14	18
240	2020-01-18	20:01:05	23	69
241	2020-01-05	14:56:40	20	37
242	2020-01-21	20:13:48	9	96
243	2020-01-09	21:42:57	16	89
244	2020-01-30	12:42:42	20	39
245	2020-01-24	18:56:58	9	44
246	2020-01-28	19:33:48	13	93
247	2020-01-22	16:24:30	23	71
248	2020-01-14	20:16:57	5	14
249	2020-01-24	16:43:55	2	9
250	2020-01-11	20:15:53	3	100
251	2020-01-30	17:39:12	21	34
252	2020-01-15	20:06:34	1	67
253	2020-01-04	15:13:38	15	46
254	2020-01-26	14:04:57	18	74
255	2020-01-10	15:44:15	11	37
256	2020-01-18	22:26:27	3	87
257	2020-01-09	20:08:40	20	23
258	2020-01-30	12:51:21	7	20
259	2020-01-07	21:31:12	16	60
260	2020-01-02	14:44:29	5	79
261	2020-01-04	20:08:02	16	31
262	2020-01-30	13:42:48	11	63
263	2020-01-04	13:50:05	18	63
264	2020-01-06	15:23:45	11	19
265	2020-01-19	15:08:05	6	3
266	2020-01-12	16:15:39	4	84
267	2020-01-15	12:02:23	11	32
268	2020-01-24	22:05:37	6	44
269	2020-01-24	20:43:20	22	49
270	2020-01-22	21:05:58	23	46
271	2020-01-10	13:31:05	22	63
272	2020-01-05	14:28:22	7	19
273	2020-01-10	15:29:51	15	71
274	2020-01-14	18:32:56	2	32
275	2020-01-27	17:09:41	19	8
276	2020-01-14	18:47:31	21	28
277	2020-01-02	19:16:38	22	8
278	2020-01-19	17:53:25	18	71
279	2020-01-11	17:28:07	21	34
280	2020-01-14	16:17:09	4	13
281	2020-01-04	13:05:54	21	48
282	2020-01-27	16:15:48	19	11
283	2020-01-09	22:49:16	24	2
284	2020-01-12	18:01:03	5	58
285	2020-01-29	16:17:53	20	75
286	2020-01-17	20:17:04	17	79
287	2020-01-18	12:15:24	18	65
288	2020-01-28	20:57:30	19	79
289	2020-01-30	16:49:36	17	83
290	2020-01-30	20:23:56	8	64
291	2020-01-19	14:04:16	3	12
292	2020-01-17	20:10:58	2	30
293	2020-01-03	19:05:52	23	15
294	2020-01-29	22:37:48	8	62
295	2020-01-18	19:47:57	22	83
296	2020-01-01	14:12:17	24	5
297	2020-01-27	22:33:40	14	38
298	2020-01-26	20:33:09	21	58
299	2020-01-07	18:43:18	7	30
300	2020-01-21	19:52:35	13	38
301	2020-01-28	12:37:08	6	83
302	2020-01-10	12:11:13	15	73
303	2020-01-29	17:43:29	23	53
304	2020-01-13	20:43:22	7	37
305	2020-01-28	19:33:19	18	100
306	2020-01-07	14:22:51	21	88
307	2020-01-12	12:20:02	21	22
308	2020-01-17	17:02:22	17	22
309	2020-01-06	18:48:34	17	96
310	2020-01-08	12:03:45	8	63
311	2020-01-12	18:22:54	15	9
312	2020-01-16	18:32:11	23	22
313	2020-01-26	13:47:29	6	46
314	2020-01-30	16:46:52	19	25
315	2020-01-28	17:29:13	13	51
316	2020-01-12	19:29:35	15	18
317	2020-01-02	14:27:44	12	42
318	2020-01-21	22:41:17	6	83
319	2020-01-21	22:18:54	9	59
320	2020-01-17	13:02:20	7	56
321	2020-01-23	13:18:32	22	27
322	2020-01-28	13:45:25	19	5
323	2020-01-29	17:51:47	4	8
324	2020-01-31	14:01:11	7	39
325	2020-01-19	14:29:44	24	57
326	2020-01-09	21:17:46	1	61
327	2020-01-16	22:19:51	13	78
328	2020-01-23	19:25:09	24	11
329	2020-01-17	14:40:13	20	68
330	2020-01-03	17:36:14	15	34
331	2020-01-27	15:44:56	5	70
332	2020-01-07	15:32:55	8	91
333	2020-01-20	12:17:39	6	41
334	2020-01-15	12:26:01	6	36
335	2020-01-05	20:54:34	23	40
336	2020-01-11	12:04:59	18	96
337	2020-01-03	19:24:40	9	24
338	2020-01-20	21:52:54	4	54
339	2020-01-28	15:48:44	15	41
340	2020-01-13	13:30:31	6	4
341	2020-01-15	18:36:47	20	77
342	2020-01-02	16:40:35	6	3
343	2020-01-22	14:48:31	10	77
344	2020-01-04	16:28:06	17	7
345	2020-01-30	16:01:54	8	70
346	2020-01-23	19:21:52	7	8
347	2020-01-14	22:28:41	16	49
348	2020-01-19	20:49:39	18	15
349	2020-01-17	21:27:41	4	4
350	2020-01-27	21:56:51	10	26
351	2020-01-02	21:01:13	1	6
352	2020-01-09	14:38:01	24	57
353	2020-01-13	20:25:09	18	27
354	2020-01-22	17:03:11	13	98
355	2020-01-20	14:50:37	22	17
356	2020-01-21	18:57:25	1	47
357	2020-01-21	21:41:30	22	90
358	2020-01-04	14:40:54	13	3
359	2020-01-16	22:53:38	17	20
360	2020-01-02	17:06:22	9	44
361	2020-01-09	17:11:49	7	17
362	2020-01-22	20:06:26	11	14
363	2020-01-03	20:54:48	6	25
364	2020-01-02	18:02:46	1	66
365	2020-01-30	16:33:33	2	2
366	2020-01-20	22:52:16	23	69
367	2020-01-06	12:42:56	24	53
368	2020-01-26	19:43:03	24	28
369	2020-01-31	17:27:53	4	60
370	2020-01-31	20:59:10	24	3
371	2020-01-17	21:01:28	12	59
372	2020-01-01	12:01:07	19	84
373	2020-01-31	17:14:26	8	40
374	2020-01-18	22:07:13	16	20
375	2020-01-03	22:12:39	18	22
376	2020-01-19	22:11:04	23	72
377	2020-01-28	22:38:14	14	11
378	2020-01-09	18:16:20	2	90
379	2020-01-07	19:30:21	10	18
380	2020-01-15	19:47:51	21	60
381	2020-01-12	21:12:26	17	47
382	2020-01-06	13:56:21	10	84
383	2020-01-27	18:05:19	13	38
384	2020-01-17	20:05:51	22	81
385	2020-01-01	15:38:52	3	56
386	2020-01-13	15:14:05	15	89
387	2020-01-22	22:08:24	13	73
388	2020-01-16	16:18:47	21	69
389	2020-01-21	19:45:56	7	73
390	2020-01-28	14:30:55	15	98
391	2020-01-10	13:24:21	1	94
392	2020-01-31	16:36:02	17	90
393	2020-01-24	16:59:26	15	96
394	2020-01-12	12:28:36	3	91
395	2020-01-21	13:10:52	19	99
396	2020-01-26	20:45:34	7	63
397	2020-01-05	22:36:21	18	90
398	2020-01-02	21:43:26	8	13
399	2020-01-07	19:06:17	11	83
400	2020-01-25	19:14:40	2	18
401	2020-01-09	20:11:06	3	24
402	2020-01-27	18:54:56	6	87
403	2020-01-10	18:45:33	10	42
404	2020-01-10	22:06:34	18	66
405	2020-01-15	19:01:06	7	77
406	2020-01-21	16:26:59	24	52
407	2020-01-23	17:03:49	21	77
408	2020-01-09	17:26:03	1	40
409	2020-01-30	15:44:59	22	34
410	2020-01-11	15:48:30	18	37
411	2020-01-07	12:24:30	16	17
412	2020-01-09	17:05:32	2	77
413	2020-01-27	19:56:16	20	19
414	2020-01-21	19:23:30	6	51
415	2020-01-19	19:44:23	21	14
416	2020-01-22	15:56:15	7	25
417	2020-01-26	22:07:07	6	21
418	2020-01-09	19:02:56	13	84
419	2020-01-06	13:27:01	15	76
420	2020-01-21	17:20:10	4	73
421	2020-01-28	15:23:51	18	8
422	2020-01-11	20:11:07	24	32
423	2020-01-04	20:02:39	23	17
424	2020-01-29	15:44:07	4	44
425	2020-01-23	15:51:44	20	23
426	2020-01-18	20:20:23	14	70
427	2020-01-10	21:06:04	1	56
428	2020-01-08	13:39:15	8	21
429	2020-01-25	21:28:10	11	73
430	2020-01-28	20:41:24	4	30
431	2020-01-11	13:38:44	21	54
432	2020-01-11	19:41:40	2	96
433	2020-01-17	18:05:19	11	83
434	2020-01-27	18:37:13	17	54
435	2020-01-23	16:39:20	24	82
436	2020-01-19	18:43:46	11	35
437	2020-01-13	13:34:36	21	48
438	2020-01-31	18:09:54	21	44
439	2020-01-12	15:42:46	12	12
440	2020-01-20	22:02:12	11	32
441	2020-01-25	17:58:28	12	95
442	2020-01-20	21:28:52	13	8
443	2020-01-05	17:10:49	18	78
444	2020-01-16	13:50:13	14	28
445	2020-01-29	22:39:53	1	97
446	2020-01-08	16:16:06	1	8
447	2020-01-31	20:04:04	4	47
448	2020-01-21	22:18:54	24	28
449	2020-01-25	18:54:03	21	34
450	2020-01-23	22:18:22	24	51
451	2020-01-15	13:49:56	10	17
452	2020-01-09	16:57:14	13	71
453	2020-01-17	14:50:07	19	11
454	2020-01-09	20:08:40	4	45
455	2020-01-31	18:19:57	1	97
456	2020-01-16	12:20:21	14	28
457	2020-01-04	18:19:45	10	67
458	2020-01-31	20:51:28	1	74
459	2020-01-10	12:03:45	14	78
460	2020-01-13	16:56:37	13	33
461	2020-01-11	22:49:36	13	20
462	2020-01-27	17:40:59	13	89
463	2020-01-04	16:36:18	23	72
464	2020-01-04	13:50:36	4	43
465	2020-01-12	22:17:47	22	84
466	2020-01-14	21:12:09	12	18
467	2020-01-12	13:57:51	20	57
468	2020-01-26	14:46:41	21	26
469	2020-01-21	12:43:34	17	43
470	2020-01-15	22:07:32	9	74
471	2020-01-10	13:48:49	11	96
472	2020-01-31	18:22:13	17	77
473	2020-01-28	20:13:55	12	95
474	2020-01-29	12:17:43	4	18
475	2020-01-04	19:26:57	11	11
476	2020-01-06	21:06:45	21	5
477	2020-01-22	19:17:27	7	97
478	2020-01-17	22:10:10	10	60
479	2020-01-15	13:30:08	11	21
480	2020-01-06	14:19:17	6	51
481	2020-01-13	21:28:56	14	27
482	2020-01-06	20:27:49	8	73
483	2020-01-08	21:01:09	24	87
484	2020-01-04	21:31:16	17	2
485	2020-01-04	18:38:10	6	11
486	2020-01-24	19:25:14	21	1
487	2020-01-19	16:54:31	23	42
488	2020-01-29	15:34:23	15	42
489	2020-01-25	15:07:17	21	64
490	2020-01-21	15:04:41	22	40
491	2020-01-21	20:38:35	11	35
492	2020-01-11	14:34:41	16	7
493	2020-01-31	22:16:54	5	29
494	2020-01-04	20:09:36	5	48
495	2020-01-17	22:31:59	19	92
496	2020-01-23	15:45:28	2	12
497	2020-01-29	15:08:28	12	82
498	2020-01-10	13:08:39	7	15
499	2020-01-13	15:09:07	13	20
500	2020-01-29	14:39:56	12	17
501	2020-01-21	15:46:02	10	96
502	2020-01-31	22:25:51	13	33
503	2020-01-31	22:46:24	3	87
504	2020-01-08	22:07:10	4	11
505	2020-01-10	12:49:31	10	69
506	2020-01-25	20:16:02	15	16
507	2020-01-12	22:08:25	7	24
508	2020-01-18	20:33:39	3	79
509	2020-01-14	22:30:45	13	47
510	2020-01-14	18:52:24	1	63
511	2020-01-18	22:02:53	20	80
512	2020-01-08	15:03:32	19	48
513	2020-01-14	22:44:04	24	19
514	2020-01-21	17:59:33	16	50
515	2020-01-04	13:51:55	12	75
516	2020-01-15	22:51:34	19	53
517	2020-01-22	15:30:56	12	78
518	2020-01-28	14:57:09	24	25
519	2020-01-20	20:55:25	2	33
520	2020-01-05	20:52:20	21	45
521	2020-01-26	18:42:02	12	30
522	2020-01-16	12:37:36	21	89
523	2020-01-04	18:09:52	15	20
524	2020-01-20	18:10:33	17	30
525	2020-01-16	21:13:36	23	98
526	2020-01-25	12:38:32	18	47
527	2020-01-10	17:57:34	13	11
528	2020-01-12	17:50:19	11	18
529	2020-01-15	20:31:24	22	13
530	2020-01-09	16:39:23	9	25
531	2020-01-31	17:39:07	9	49
532	2020-01-23	22:04:42	7	8
533	2020-01-18	15:16:49	21	86
534	2020-02-10	17:49:16	20	17
535	2020-02-16	13:22:22	19	23
536	2020-02-14	19:46:46	23	88
537	2020-02-01	14:09:33	12	48
538	2020-02-13	17:39:36	4	41
539	2020-02-03	15:58:40	11	26
540	2020-02-04	15:36:12	24	47
541	2020-02-23	13:34:38	18	84
542	2020-02-13	12:52:55	13	85
543	2020-02-16	12:42:51	10	66
544	2020-02-03	22:03:48	13	41
545	2020-02-09	14:15:49	20	91
546	2020-02-14	15:24:47	2	16
547	2020-02-09	22:54:51	19	47
548	2020-02-06	15:34:35	8	69
549	2020-02-17	22:06:06	11	28
550	2020-02-19	19:38:17	23	94
551	2020-02-18	20:03:47	15	29
552	2020-02-09	20:18:36	4	79
553	2020-02-11	22:40:13	10	24
554	2020-02-20	16:12:05	17	86
555	2020-02-25	18:52:12	20	85
556	2020-02-03	21:24:51	9	81
557	2020-02-02	16:22:03	6	36
558	2020-02-21	15:53:50	21	81
559	2020-02-11	14:35:35	20	100
560	2020-02-26	19:31:57	8	38
561	2020-02-14	18:27:25	19	79
562	2020-02-23	17:47:52	13	69
563	2020-02-02	13:52:04	1	19
564	2020-02-25	14:53:39	18	3
565	2020-02-18	14:35:55	17	97
566	2020-02-09	18:20:52	2	52
567	2020-02-02	17:15:54	13	77
568	2020-02-25	18:28:29	5	34
569	2020-02-12	13:27:20	14	56
570	2020-02-11	15:26:12	11	95
571	2020-02-21	19:49:35	2	56
572	2020-02-12	15:03:33	22	13
573	2020-02-05	15:42:57	21	12
574	2020-02-28	12:33:04	18	84
575	2020-02-19	19:13:03	9	82
576	2020-02-09	12:03:23	23	39
577	2020-02-17	19:38:28	6	23
578	2020-02-28	21:30:41	12	67
579	2020-02-19	17:31:23	10	21
580	2020-02-28	13:33:17	14	3
581	2020-02-04	15:18:02	4	93
582	2020-02-18	20:25:55	5	53
583	2020-02-17	21:23:49	16	74
584	2020-02-07	14:16:31	24	58
585	2020-02-17	19:02:55	10	93
586	2020-02-24	21:53:04	14	26
587	2020-02-16	19:55:29	9	80
588	2020-02-13	13:39:48	12	41
589	2020-02-08	21:28:18	1	37
590	2020-02-07	17:33:45	12	76
591	2020-02-16	18:57:16	5	91
592	2020-02-23	18:54:21	24	27
593	2020-02-17	22:30:51	17	79
594	2020-02-07	17:56:06	23	53
595	2020-02-22	19:56:30	5	29
596	2020-02-14	19:48:35	12	28
597	2020-02-04	13:55:48	17	89
598	2020-02-19	13:11:32	23	44
599	2020-02-07	19:03:25	23	69
600	2020-02-27	14:55:21	19	16
601	2020-02-22	13:58:54	11	79
602	2020-02-26	20:50:23	21	11
603	2020-02-07	12:40:57	16	27
604	2020-02-07	17:24:54	6	83
605	2020-02-17	21:43:17	14	67
606	2020-02-26	19:49:30	18	95
607	2020-02-14	18:24:25	20	92
608	2020-02-20	20:23:39	21	65
609	2020-02-27	13:25:38	17	59
610	2020-02-18	18:17:01	12	13
611	2020-02-21	14:39:52	9	20
612	2020-02-16	17:51:35	23	82
613	2020-02-19	21:32:24	21	56
614	2020-02-21	21:03:55	4	29
615	2020-02-19	13:44:16	10	63
616	2020-02-14	22:17:13	22	55
617	2020-02-15	21:38:41	24	58
618	2020-02-22	13:08:07	11	94
619	2020-02-06	22:50:41	22	24
620	2020-02-04	20:48:01	15	5
621	2020-02-04	20:06:48	14	49
622	2020-02-21	16:06:52	10	70
623	2020-02-28	14:33:39	5	71
624	2020-02-15	21:41:50	2	98
625	2020-02-22	12:32:11	24	71
626	2020-02-25	20:29:21	24	6
627	2020-02-15	17:21:31	23	74
628	2020-02-02	20:37:31	20	4
629	2020-02-15	15:03:36	20	69
630	2020-02-15	22:46:29	23	15
631	2020-02-15	21:31:41	2	58
632	2020-02-02	18:38:27	20	76
633	2020-02-28	18:46:31	9	21
634	2020-02-25	22:21:31	22	76
635	2020-02-10	19:18:16	4	4
636	2020-02-17	14:18:13	21	6
637	2020-02-28	15:16:38	18	53
638	2020-02-07	22:44:31	6	68
639	2020-02-12	21:05:03	17	81
640	2020-02-18	17:58:21	9	22
641	2020-02-17	18:45:09	7	94
642	2020-02-14	17:46:28	4	36
643	2020-02-01	19:18:25	13	79
644	2020-02-12	12:44:39	19	26
645	2020-02-13	13:34:44	10	13
646	2020-02-24	16:25:36	17	40
647	2020-02-16	20:50:32	22	11
648	2020-02-11	21:47:22	23	46
649	2020-02-27	22:07:20	8	69
650	2020-02-13	12:05:14	21	38
651	2020-02-08	22:41:04	4	16
652	2020-02-19	19:16:47	14	69
653	2020-02-23	14:28:40	17	10
654	2020-02-03	17:48:25	17	24
655	2020-02-17	21:28:12	4	10
656	2020-02-17	17:09:04	19	50
657	2020-02-24	21:26:07	12	37
658	2020-02-21	13:58:06	24	79
659	2020-02-08	20:23:39	23	92
660	2020-02-07	21:44:03	11	53
661	2020-02-28	19:21:16	21	80
662	2020-02-27	20:48:42	6	21
663	2020-02-08	22:30:58	9	43
664	2020-02-08	17:05:25	8	67
665	2020-02-19	22:41:31	15	46
666	2020-02-07	16:05:08	5	56
667	2020-02-13	22:11:59	23	64
668	2020-02-01	19:51:27	4	84
669	2020-02-07	14:50:31	10	11
670	2020-02-25	22:36:32	8	78
671	2020-02-19	14:09:24	16	34
672	2020-02-07	14:46:06	21	43
673	2020-02-11	12:43:54	3	48
674	2020-02-27	18:54:48	10	24
675	2020-02-07	14:14:37	22	52
676	2020-02-25	21:48:19	22	54
677	2020-02-19	14:44:03	12	37
678	2020-02-22	20:03:03	18	8
679	2020-02-19	16:32:11	22	3
680	2020-02-28	22:22:04	24	51
681	2020-02-11	21:52:02	1	2
682	2020-02-24	18:45:55	7	54
683	2020-02-17	12:34:52	18	30
684	2020-02-07	20:24:41	12	79
685	2020-02-20	20:16:27	1	89
686	2020-02-12	13:05:36	9	73
687	2020-02-28	19:43:34	20	90
688	2020-02-13	22:51:48	16	20
689	2020-02-02	20:35:12	23	63
690	2020-02-17	19:47:17	24	91
691	2020-02-24	18:55:27	5	47
692	2020-02-10	14:19:09	11	44
693	2020-02-26	19:37:45	14	55
694	2020-02-16	20:21:02	16	51
695	2020-02-03	21:12:56	19	98
696	2020-02-26	20:34:24	24	48
697	2020-02-15	15:23:26	23	62
698	2020-02-24	15:54:02	15	29
699	2020-02-01	21:33:38	10	76
700	2020-02-25	18:02:08	2	62
701	2020-02-28	14:57:16	9	57
702	2020-02-08	19:18:11	7	4
703	2020-02-10	22:45:10	15	43
704	2020-02-23	22:42:34	5	12
705	2020-02-28	15:24:13	22	90
706	2020-02-19	17:58:12	10	2
707	2020-02-20	20:24:32	8	49
708	2020-02-26	20:04:50	18	62
709	2020-02-20	16:01:20	23	7
710	2020-02-10	21:28:42	19	38
711	2020-02-05	12:15:20	17	81
712	2020-02-13	22:41:38	13	93
713	2020-02-07	18:08:26	23	47
714	2020-02-05	21:55:25	22	64
715	2020-02-04	13:32:29	3	49
716	2020-02-22	17:37:18	8	26
717	2020-02-26	12:31:37	17	37
718	2020-02-10	21:36:37	20	84
719	2020-02-09	16:09:13	17	40
720	2020-02-24	15:43:04	20	16
721	2020-02-04	15:49:16	17	49
722	2020-02-20	13:42:19	11	37
723	2020-02-08	15:40:31	5	19
724	2020-02-07	22:32:36	6	100
725	2020-02-08	20:29:24	9	18
726	2020-02-14	19:43:56	12	100
727	2020-02-18	14:18:29	11	55
728	2020-02-01	18:39:03	7	64
729	2020-02-12	15:31:17	16	81
730	2020-02-21	20:23:28	10	28
731	2020-02-13	18:24:16	7	23
732	2020-02-02	21:59:13	23	61
733	2020-02-20	18:28:01	23	30
734	2020-02-26	17:43:18	19	64
